title,url,date,category,teaser,body,image
"Title: New books this week: unconventional novels and an oral history of Hiroshima, Nagasaki
","URL: https://www.npr.org/2025/08/05/nx-s1-5491598/new-books-this-week
","Date from URL: 2025-08-05
","Category: The Book Ahead
","Teaser: An oral history of the atomic bomb detonations 80 years ago leads this week's list of publishing highlights, which also includes a handful of novels by authors including Louis Sachar and Jason Mott.
","Body: ReviewThe Book AheadNew books this week: unconventional novels and an oral history of Hiroshima, NagasakiAn oral history of the atomic bomb detonations 80 years ago leads this week's list of publishing highlights, which also includes a handful of novels by authors including Louis Sachar and Jason Mott.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2000x1125+0+0/resize/300/quality/100/format/png/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fd8%2F96%2Fc7abe1fe4bedbdb41b851f126bd1%2F6-book-covers-9.png

"
"Title: What's the secret to India's moves to conquer the global chess scene?
","URL: https://www.npr.org/sections/goats-and-soda/2025/08/05/g-s1-80632/whats-the-secret-to-indias-moves-to-conquer-the-global-chess-scene
","Date from URL: 2025-08-05
","Category: Goats and Soda
","Teaser: Seven-year-old Lakshan is coached by Selvabharathy, a trainer at Vishnu Prasanna's Chess Academy in Chennai, India.Viraj Nayarhide caption
","Body: Goats and SodaWhat's the secret to India's moves to conquer the global chess scene?With the Women's World Cup in the bag and 88 grand masters, India is ready to take over the chess world. And they're making sure their youngsters are poised to checkmate.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6707x3773+0+349/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F73%2Ff0%2F31da934c4738bb0a9e9210dfaec8%2Fdsc09558.jpg

"
"Title: Brazil's Supreme Court orders house arrest for former President Bolsonaro
","URL: https://www.npr.org/2025/08/05/nx-s1-5492994/brazil-bolsonaro-supreme-court-house-arrest
","Date from URL: 2025-08-05
","Category: The Americas
","Teaser: Brazil's former President Jair Bolsonaro gives a press conference outside the Senate in Brasilia.Luis Nova/APhide caption
","Body: The AmericasBrazil's Supreme Court orders house arrest for former President BolsonaroThe trial of the far-right leader is receiving renewed attention after U.S. President Donald Trump directly tied a 50% tariff on imported Brazilian goods to his ally's judicial situation.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3744x2106+0+195/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fd5%2Fff%2F9ef5e1a64513bd3f63fa0b261671%2Fap25198567701388.jpg

"
"Title: Videos of emaciated hostages in Gaza raise pressure on Israel for a ceasefire
","URL: https://www.npr.org/2025/08/04/nx-s1-5492152/gaza-hostage-videos-israel
","Date from URL: 2025-08-04
","Category: Middle East conflict
","Teaser: Families of hostages protest demanding the release of their loved ones from Hamas captivity in the Gaza Strip at the plaza known as the ""hostages square"" in Tel Aviv, Israel, Saturday.Ariel Schalit/APhide caption
","Body: Middle East conflictVideos of emaciated hostages in Gaza raise pressure on Israel for a ceasefireNew images of emaciated Israeli hostages held in Gaza have horrified Israelis and added pressure on Prime Minister Benjamin Netanyahu to reach a ceasefire with Hamas.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/8640x4858+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fa9%2Fb9%2F2de2440245929b4dd1a6bfa0e2bb%2Fap25214349409827.jpg

"
"Title: Their son was shot by police in Bangladesh's 2024 protests. They still want justice
","URL: https://www.npr.org/2025/08/05/nx-s1-5483896/bangladesh-uprising-anniversary
","Date from URL: 2025-08-05
","Category: Asia
","Teaser: Abu Sayed's parents, Mokbul Hussein and Monowara Khatun, sit in the courtyard of their home in Rangpur, Bangladesh, on July 30. On the wall behind them hangs a memorial plaque dedicated to their son who was killed by police during protests last year.Parvez Ahmad Rony for NPRhide caption
","Body: AsiaTheir son was shot by police in Bangladesh's 2024 protests. They still want justiceIn July and August of 2024 in Bangladesh, student protesters' push for change drove the authoritarian prime minister out of power. Hundreds of demonstrators were killed.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/9504x5346+0+495/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fb6%2F59%2Fbb74acd644efa482d13f4d29a14c%2Fdsc09471.jpg

"
"Title: No title found
","URL: https://ondemand.npr.org/anon.npr-mp3/npr/atc/2025/08/20250805_atc_bangladesh_revolution_one_year_on.mp3?t=progseg&e=nx-s1-5475488&p=2&seg=14&d=309&size=4954115&sc=siteplayer&aw_0_1st.playerid=siteplayer
","Date from URL: 2025-08-20
","Category: No category found
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: Chappell Roan's thick-skinned 'The Subway' captures a survivalist New York mood
","URL: https://www.npr.org/2025/08/04/g-s1-80900/chappell-roan-the-subway-song-review
","Date from URL: 2025-08-04
","Category: Music
","Teaser: On Chappell Roan's new song ""The Subway,"" she captures New York City's unique hardships with a broken heart.Ryan Lee Clemenshide caption
","Body: ReviewMusicChappell Roan's thick-skinned 'The Subway' captures a survivalist New York moodHer latest single has a new sound (wistful '90s acoustic pop), and a new vibe (toughing out whatever NYC public transportation throws at you, from rats to trash to unexpected encounters with your ex).
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2163x1217+0+718/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F6c%2F8c%2F507c668c4581a457c168619fad92%2Fcr-the-subway-1-ryan-lee-clemens.jpg

"
"Title: Big Freedia takes bounce music to church on new album, 'Pressing Onward'
","URL: https://www.npr.org/2025/08/05/nx-s1-5340730/big-freedia-takes-bounce-music-to-church-on-new-album-pressing-onward
","Date from URL: 2025-08-05
","Category: Interview highlights
","Teaser: Big Freedia poses for a portrait on July 15 at Esplanade Studios in New Orleans, LA. The studio was converted from a church.Claire Harbage/NPRhide caption
","Body: Interview highlightsBig Freedia takes bounce music to church on new album, 'Pressing Onward'NPR's Ari Shapiro talks with Big Freedia about her new album, ""Pressing Onward,"" and how her childhood singing in the church led her to this moment, fusing gospel with her signature bounce music.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4425x2489+0+277/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F96%2F4a%2F840e25164a3c8b63355883bd9515%2F20250715-dsc1538-edit.jpg

"
"Title: An engineer restores pay phones for free public use
","URL: https://www.npr.org/2025/08/04/nx-s1-5484013/engineer-restores-pay-phones-for-free-public-use
","Date from URL: 2025-08-04
","Category: National
","Teaser: Vermont Representative Philip Jay Hooper, who represents Orange County, makes a call using one of Patrick Schlott's payphones.Patrick Schlotthide caption
","Body: NationalAn engineer restores pay phones for free public useIn a rural Vermont county, spotty cellphone coverage is the norm. But a local tinkerer is using old technology to help his community stay connected free of charge.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3024x1701+0+1166/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F47%2F40%2F1a68f2024159b48a1f7a13d707f0%2Fimg-0617.jpeg

"
"Title: No title found
","URL: https://ondemand.npr.org/anon.npr-mp3/npr/specials/2025/08/20250801_specials_engineer_restores_pay_phones_for_free_public_use.mp3?d=128&size=2061001&sc=siteplayer&aw_0_1st.playerid=siteplayer
","Date from URL: 2025-08-20
","Category: No category found
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: Wildfire smoke is like smoking 'half a pack a day.' Here's how to protect yourself
","URL: https://www.npr.org/2025/08/04/nx-s1-5492448/health-michigan-canada-smoke-minnesota-air-quality-wildfire
","Date from URL: 2025-08-04
","Category: Climate
","Teaser: People play rugby in the hazy weather at Brooklyn Bridge Park on July 27, 2025 in New York City. Hazy conditions and a smoke advisory have been caused by smoke as a result of wildfire in Canada.Liao Pan/China News Service/VCG via Getty Imageshide caption
","Body: ClimateWildfire smoke is like smoking 'half a pack a day.' Here's how to protect yourselfAs Canadian wildfires spread smoke across the U.S. the air pollution is dangerous to health. But there are ways to protect yourself. Here's what to know.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3500x1969+0+364/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F5b%2Fe7%2F40690f7541e88c2b027808a1c725%2Fgettyimages-2227327756.jpg

"
"Title: Why a NASA satellite that scientists and farmers rely on may be destroyed on purpose
","URL: https://www.npr.org/2025/08/04/nx-s1-5453731/nasa-carbon-dioxide-satellite-mission-threatened
","Date from URL: 2025-08-04
","Category: Climate
","Teaser: A robotic arm attached to the International Space Station brings in the spacecraft carrying one of the two Orbiting Carbon Observatory instruments, known as OCO-3, in 2019. NASA has put out a call for private groups to potentially take over the cost of maintaining the instrument, which measures carbon dioxide in the Earth's atmosphere.NASA TV/NASAhide caption
","Body: ExclusiveClimateWhy a NASA satellite that scientists and farmers rely on may be destroyed on purposeThe Trump administration has asked NASA staffers to draw up plans to end at least two satellite missions that measure carbon dioxide in the atmosphere, according to current and former NASA employees.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/876x493+19+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fd3%2Fbe%2Fb5c67e8747a185cb21b1b17a8efa%2Fberthing-on-iss-max-1000x500.jpg

"
"Title: No title found
","URL: https://ondemand.npr.org/anon.npr-mp3/npr/me/2025/08/20250805_me_why_a_nasa_satellite_that_scientists_and_farmers_rely_on_may_be_destroyed_on_purpose.mp3?t=progseg&e=nx-s1-5475291&p=3&seg=15&d=208&size=3337449&sc=siteplayer&aw_0_1st.playerid=siteplayer
","Date from URL: 2025-08-20
","Category: No category found
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: What's the deal with electrolyte drinks — do you need them to stay hydrated?
","URL: https://www.npr.org/2025/08/04/nx-s1-5470190/electrolytes-sport-drinks-hydration-salt
","Date from URL: 2025-08-04
","Category: Living Better
","Teaser: Flat lay isotonic energy orange yellow and blue sport drink in plastic bottles on blue background. Allows to maintain the most optimal balance of waterVitaliy Krivchikov/iStockphoto/Getty Imageshide caption
","Body: Living BetterWhat's the deal with electrolyte drinks — do you need them to stay hydrated?Seems like nobody's drinking plain water these days. Electrolyte packets or colorful sports drinks are everywhere. But do you need them?
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2122x1194+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Ff3%2F84%2F788e11444716b5c6e01188e63afb%2Fgettyimages-1360566254.jpg

"
"Title: No title found
","URL: https://ondemand.npr.org/anon.npr-mp3/npr/me/2025/08/20250804_me_what_s_the_deal_with_electrolyte_drinks_do_you_need_them_to_stay_hydrated.mp3?t=progseg&e=nx-s1-5455942&p=3&seg=7&d=203&size=3257618&sc=siteplayer&aw_0_1st.playerid=siteplayer
","Date from URL: 2025-08-20
","Category: No category found
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: Leaves piled up after her husband's injury. Then a friend showed up with a rake
","URL: https://www.npr.org/2025/08/04/nx-s1-5487544/leaves-piled-up-after-her-husbands-injury-then-a-friend-showed-up-with-a-rake
","Date from URL: 2025-08-04
","Category: My Unsung Hero
","Teaser: Eileen and Barney Freiberg-Dale in 2014.Freiberg-Dale family photohide caption
","Body: My Unsung HeroLeaves piled up after her husband's injury. Then a friend showed up with a rakeIn 2017, Eileen Freiberg-Dale's husband, Barney, had a serious bicycle accident that caused a brain injury. Those first few months were among the hardest of her life. A friend offered support.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3264x1836+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F08%2F46%2Fce4051e74f05802e605383e1c267%2F1-eileen-freiberg-dale.jpg

"
"Title: No title found
","URL: https://ondemand.npr.org/anon.npr-mp3/npr/atc/2025/08/20250804_atc_leaves_piled_up_after_her_husband_s_injury._then_a_friend_showed_up_with_a_rake.mp3?t=progseg&e=nx-s1-5455943&p=2&seg=13&d=176&size=2818761&sc=siteplayer&aw_0_1st.playerid=siteplayer
","Date from URL: 2025-08-20
","Category: No category found
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: To avoid fakes when shopping online, watch out for these 4 red flags
","URL: https://www.npr.org/2024/10/26/nx-s1-5163453/how-to-avoid-buying-counterfeit-products-red-flags
","Date from URL: 2024-10-26
","Category: Life Kit
","Teaser: A lot of pills scattered on a blue background. A question mark laid out of pills. Counterfeit medicinal products. Empty space to insert textKirill Greshnov/Getty Imageshide caption
","Body: Life KitTo avoid fakes when shopping online, watch out for these 4 red flagsCounterfeit products, especially medicines and safety gear, can be dangerous. Here's how to spot them on e-commerce platforms like Amazon.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5231x2942+0+138/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F9d%2Fff%2Ff5b734304a93b61dd9046c9e5fa8%2Flk-counterfeit-gettyimages-1164875870.jpg

"
"Title: No title found
","URL: https://traffic.megaphone.fm/NPR1024093330.mp3?sc=siteplayer&aw_0_1st.playerid=siteplayer
","Date from URL: Not found
","Category: No category found
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: Here's back-to-school advice from elementary to high school students
","URL: https://www.npr.org/2024/08/18/g-s1-17336/back-to-school-students-education-elementary
","Date from URL: 2024-08-18
","Category: Up First Newsletter
","Teaser: FILE - A student raises their hand in a classroom at Tussahaw Elementary school Aug. 4, 2021, in McDonough, Ga. According to test results released by the Georgia Department of Education on Friday, July 26, 2024, Georgia students in some grades approached pre-pandemic scores in the 2023-2024 school year, while other grades did not. (AP Photo/Brynn Anderson, File)Brynn Anderson/APhide caption
","Body: Up First NewsletterHere's back-to-school advice from elementary to high school studentsNPR asked elementary to high school students heading back to school to weigh in on what they're doing to prepare for the upcoming school year. They answered the call with advice for their peers.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6000x3375+0+313/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F60%2F00%2Fc6ed55f24007bf51c1967e0e14ca%2Fap24208511264915.jpg

"
"Title: 5 tips to save money on back-to-school shopping — this weekend and beyond
","URL: https://www.npr.org/2024/08/02/nx-s1-5057591/back-to-school-shopping-tips-deals
","Date from URL: 2024-08-02
","Category: Business
","Teaser: A Target customer shops for school supplies. The average family is projected to spend $875 on back-to-school shopping in 2024, according to the National Retail Federation.Justin Sullivan/Getty Imageshide caption
","Body: Business5 tips to save money on back-to-school shopping — this weekend and beyond
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3000x1688+0+89/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F65%2F89%2F09d8c3554913ace292fbc9e06e67%2Fgettyimages-82291787.jpg

"
"Title: These tips can help parents support their kids this school year
","URL: https://www.npr.org/2021/08/28/1031603357/back-to-school-parenting-tips-advice
","Date from URL: 2021-08-28
","Category: Life Kit
","Teaser: No teaser found
","Body: Life KitThese tips can help parents support their kids this school year
","Image: https://media.npr.org/assets/img/2021/08/27/gettyimages-1302066455_wide-5fadb47c9086fb9943432bc5f30452bb58ab07ef.jpg?s=300&c=100&f=jpeg

"
"Title: Math anxiety is real. Here's how to help your child avoid it
","URL: https://www.npr.org/2019/05/14/723182826/raising-kids-who-love-math-even-if-you-dont
","Date from URL: 2019-05-14
","Category: Life Kit
","Teaser: Teaching kids math doesn't need to involve a textbook.LA Johnson/NPRhide caption
","Body: Life KitMath anxiety is real. Here's how to help your child avoid it
","Image: https://media.npr.org/assets/img/2019/05/14/lifekit-math-lajohnson-002-1_wide-b177d82352c5ccb0410168494a73fd4567334e53.jpg?s=300&c=100&f=jpeg

"
"Title: How to show up for teens when big emotions arise
","URL: https://www.npr.org/2023/03/29/1166789948/how-to-show-up-for-teens-when-big-emotions-arise
","Date from URL: 2023-03-29
","Category: Life Kit
","Teaser: No teaser found
","Body: Life KitHow to show up for teens when big emotions arise
","Image: https://media.npr.org/assets/img/2021/11/05/gettyimages-1285353300_wide-042df5ebd5c8ba178f77c5bf2e30ba5fba9211ef.jpg?s=300&c=100&f=jpeg

"
"Title: House Oversight Committee subpoenas the Justice Department for Epstein files
","URL: https://www.npr.org/2025/08/05/nx-s1-5493371/house-oversight-committee-epstein-subpoenas-justice-department
","Date from URL: 2025-08-05
","Category: Politics
","Teaser: The Department of Justice building is seen on July 20, 2025 in Washington, D.C. The House Oversight Committee has issued a subpoena to the DOJ for files related to its investigation of Jeffrey Epstein.Eric Lee/Getty Imageshide caption
","Body: PoliticsHouse Oversight Committee subpoenas the Justice Department for Epstein filesThe committee asked the DOJ for files related to its investigation of Jeffrey Epstein. It is also looking to question Bill and Hillary Clinton, among several other former government officials.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4000x2250+0+209/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fc7%2F55%2F598c5ef24f3eb3ce536ab13f462c%2Fgettyimages-22252652351.jpg

"
"Title: House Oversight Committee subpoenas the Justice Department for Epstein files
","URL: https://www.npr.org/2025/08/05/nx-s1-5493371/house-oversight-committee-epstein-subpoenas-justice-department
","Date from URL: 2025-08-05
","Category: Politics
","Teaser: The Department of Justice building is seen on July 20, 2025 in Washington, D.C. The House Oversight Committee has issued a subpoena to the DOJ for files related to its investigation of Jeffrey Epstein.Eric Lee/Getty Imageshide caption
","Body: PoliticsHouse Oversight Committee subpoenas the Justice Department for Epstein filesThe committee asked the DOJ for files related to its investigation of Jeffrey Epstein. It is also looking to question Bill and Hillary Clinton, among several other former government officials.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4000x2250+0+209/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fc7%2F55%2F598c5ef24f3eb3ce536ab13f462c%2Fgettyimages-22252652351.jpg

"
